adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks
0000950170-24-106448,926617,ASPIRA WOMEN'S HEALTH INC.,2835,US,TX,AUSTIN,78738,12117 BEE CAVES ROAD BUILDING THREE,SUITE 100,512-519-0400,US,TX,AUSTIN,78738,12117 BEE CAVES ROAD BUILDING THREE,SUITE 100,US,DE,330595156,"VERMILLION, INC.",20070824,4-NON,0,1231,8-K,20240831,,,20240913,2024-09-13 17:10:00,0,0,awh-20240909_htm.xml,1,
0001193125-24-218873,1297996,"DIGITAL REALTY TRUST, INC.",6798,US,TX,AUSTIN,78735,"5707 SOUTHWEST PARKWAY, BUILDING 1",SUITE 275,(737) 281-0101,US,TX,AUSTIN,78735,"5707 SOUTHWEST PARKWAY, BUILDING 1",SUITE 275,US,MD,260081711,"DIGITAL REALTY TRUST, INC.",20040722,1-LAF,0,1231,8-K,20240831,,,20240913,2024-09-13 16:18:00,0,0,d855313d8k_htm.xml,2,1494877
0001213900-24-078551,1914023,ACRI CAPITAL ACQUISITION CORP,6770,US,TX,AUSTIN,78729,13284 POND SPRING RD,STE 405,5126661277,US,TX,AUSTIN,78729,13284 POND SPRING RD,STE 405,US,DE,874328187,,,4-NON,0,1231,8-K,20240831,,,20240913,2024-09-13 16:05:00,0,0,ea0214466-8k_acricap_htm.xml,1,
0001640334-24-001413,1680689,"NATURAL RESOURCE HOLDINGS, INC.",5960,US,TX,AUSTIN,78735,7500 RIALTO BOULEVARD OAK HILL,,4159685642,US,TX,AUSTIN,78735,7500 RIALTO BOULEVARD OAK HILL,,,,320500871,BOXXY INC.,20160725,4-NON,0,430,10-Q,20240731,2025,Q1,20240913,2024-09-13 10:45:00,0,1,boxxy_10q_htm.xml,1,
0000950170-24-107284,1785056,"INTERACTIVE STRENGTH, INC.",3600,US,TX,AUSTIN,78701,1005 CONGRESS AVENUE,SUITE 925,3106978655,US,TX,AUSTIN,78701,1005 CONGRESS AVENUE,SUITE 925,US,DE,821432916,,,4-NON,0,1231,8-K,20240831,,,20240917,2024-09-17 16:13:00,0,0,trnr-20240911_htm.xml,1,
0001437749-24-029380,1069530,CASSAVA SCIENCES INC,2834,US,TX,AUSTIN,78731,6801 N CAPITAL OF TEXAS HIGHWAY,BUILDING 1; SUITE 300,512-501-2444,US,TX,AUSTIN,78731,6801 N CAPITAL OF TEXAS HIGHWAY,BUILDING 1; SUITE 300,US,DE,911911336,PAIN THERAPEUTICS INC,20000309,1-LAF,0,1231,8-K,20240831,,,20240917,2024-09-17 16:22:00,1,0,sava20240917_8k_htm.xml,1,
0001477932-24-005803,1682265,"RELIANT HOLDINGS, INC.",1700,US,TX,AUSTIN,78750,12343 HYMEADOW DRIVE,SUITE 3-A,512-917-2930,US,TX,AUSTIN,78750,12343 HYMEADOW DRIVE,SUITE 3-A,US,NV,472200506,,,4-NON,0,1231,8-K,20240831,,,20240917,2024-09-17 17:28:00,0,0,relt_8k_htm.xml,1,
0001193125-24-221252,1634452,AB PRIVATE CREDIT INVESTORS CORP,,US,TX,AUSTIN,78701,405 COLORADO STREET,SUITE 1500,(512) 721-2900,US,TX,AUSTIN,78701,405 COLORADO STREET,SUITE 1500,US,MD,0,AB PRIVATE CREDIT CORP,20150219,4-NON,0,1231,8-K,20240930,,,20240918,2024-09-18 13:21:00,0,0,d896852d8k_htm.xml,1,
0000867773-24-000097,867773,SUNPOWER CORP,3674,US,TX,AUSTIN,78715,P.O. BOX 150369,,408-240-5500,US,TX,AUSTIN,78715,P.O. BOX 150369,,US,DE,943008969,,,1-LAF,0,1231,8-K,20240930,,,20240919,2024-09-19 17:05:00,0,0,spwr-20240918_htm.xml,1,
0001437749-24-029621,1001907,ASTROTECH CORP,3826,US,TX,AUSTIN,78758,2105 DONLEY DR. SUITE 100,,5124859530,US,TX,AUSTIN,78741,2028 E. BEN WHITE BLVD.,SUITE 240-9530,US,DE,911273737,ASTROTECH CORP WA,20090310,4-NON,0,630,8-K,20240930,,,20240919,2024-09-19 17:27:00,0,0,astc20240913_8k_htm.xml,1,
0001213900-24-080727,1837929,NEW PROVIDENCE ACQUISITION CORP. II,6770,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,917-969-4834,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,US,DE,0,,,4-NON,0,1231,8-K,20240930,,,20240920,2024-09-20 17:05:00,0,0,ea0215308-8k_newpro2_htm.xml,1,
0001437749-24-029650,1001907,ASTROTECH CORP,3826,US,TX,AUSTIN,78758,2105 DONLEY DR. SUITE 100,,5124859530,US,TX,AUSTIN,78741,2028 E. BEN WHITE BLVD.,SUITE 240-9530,US,DE,911273737,ASTROTECH CORP WA,20090310,4-NON,0,630,10-K,20240630,2024,FY,20240920,2024-09-20 8:46:00,0,1,astc20240630_10k_htm.xml,1,
0001104659-24-102119,2015947,SILVERBOX CORP IV,6770,US,TX,AUSTIN,78746,1250 S. CAPITAL OF TEXAS HIGHWAY,,512-575-3637,US,TX,AUSTIN,78746,1250 S. CAPITAL OF TEXAS HIGHWAY,,,,862754279,,,4-NON,0,1231,8-K,20240930,,,20240923,2024-09-23 17:21:00,0,0,tm2424552d1_8k_htm.xml,1,
0001193125-24-223732,1982701,AB PRIVATE LENDING FUND,,US,TX,AUSTIN,78701,405 COLORADO STREET,SUITE 1500,512-721-2900,US,TX,AUSTIN,78701,405 COLORADO STREET,SUITE 1500,US,DE,0,,,4-NON,0,1231,10-Q,20240630,2024,Q2,20240923,2024-09-23 16:38:00,0,1,d872687d10q_htm.xml,1,
0001410384-24-000189,1410384,"Q2 HOLDINGS, INC.",7372,US,TX,AUSTIN,78729,10355 PECAN PARK BOULEVARD,,1-833-444-3469,US,TX,Austin,78729,10355 PECAN PARK BOULEVARD,,,,202706637,"CBG HOLDINGS, INC.",20120103,1-LAF,0,1231,8-K,20240930,,,20240923,2024-09-23 8:56:00,0,0,qtwo-20240919_htm.xml,1,
0001410578-24-001613,2015947,SILVERBOX CORP IV,6770,US,TX,AUSTIN,78746,1250 S. CAPITAL OF TEXAS HIGHWAY,,512-575-3637,US,TX,AUSTIN,78746,1250 S. CAPITAL OF TEXAS HIGHWAY,,,,862754279,,,4-NON,0,1231,10-Q,20240630,2024,Q2,20240923,2024-09-23 16:07:00,0,1,sbxc-20240630x10q_htm.xml,1,
0001828852-24-000139,1828852,"MONDEE HOLDINGS, INC.",4700,US,TX,AUSTIN,78750,"10800 PECAN PARK BLVD, SUITE 400",,(866) 855-9630,US,TX,AUSTIN,78750,"10800 PECAN PARK BLVD, SUITE 400",,,,883292448,ITHAX ACQUISITION CORP.,20201019,2-ACC,0,1231,8-K,20240930,,,20240923,2024-09-23 16:09:00,0,0,mond-20240917_htm.xml,1,
0001140361-24-041757,350868,"ITERIS, INC.",3669,US,TX,AUSTIN,78746,1250 S. CAPITAL OF TEXAS HWY.,"BLDG. 1, SUITE 330",512-716-0808,US,TX,AUSTIN,78746,1250 S. CAPITAL OF TEXAS HWY.,"BLDG. 1, SUITE 330",US,DE,952588496,ITERIS HOLDINGS  INC,20031107,2-ACC,0,331,8-K,20240930,,,20240924,2024-09-24 17:23:00,0,0,ny20034699x3_8k_htm.xml,1,
0001333493-24-000149,1333493,"EHEALTH, INC.",6411,US,TX,AUSTIN,78717,"13620 RANCH ROAD 620 N, SUITE A250",,737-248-2340,US,TX,AUSTIN,78717,"13620 RANCH ROAD 620 N, SUITE A250",,US,DE,770470789,,,2-ACC,0,1231,8-K,20240930,,,20240924,2024-09-24 16:35:00,0,0,ehth-20240921_htm.xml,1,
0001193125-24-225478,1634452,AB PRIVATE CREDIT INVESTORS CORP,,US,TX,AUSTIN,78701,405 COLORADO STREET,SUITE 1500,(512) 721-2900,US,TX,AUSTIN,78701,405 COLORADO STREET,SUITE 1500,US,MD,0,AB PRIVATE CREDIT CORP,20150219,4-NON,0,1231,8-K,20240930,,,20240925,2024-09-25 9:34:00,0,0,d868458d8k_htm.xml,1,
0001193125-24-226139,1341439,ORACLE CORP,7372,US,TX,AUSTIN,78741,2300 ORACLE WAY,,(737) 867-1000,US,TX,AUSTIN,78741,2300 ORACLE WAY,,,,542185193,OZARK HOLDING INC.,20051013,1-LAF,0,531,DEF 14A,20241031,,,20240925,2024-09-25 17:00:00,0,0,d860928ddef14a_htm.xml,1,
0001489096-24-000156,1489096,"THERMON GROUP HOLDINGS, INC.",3620,US,TX,AUSTIN,78735,7171 SOUTHWEST PARKWAY,"BUILDING 300, SUITE 200",5126900600,US,TX,AUSTIN,78735,7171 SOUTHWEST PARKWAY,"BUILDING 300, SUITE 200",US,DE,272228185,,,1-LAF,0,331,8-K,20240930,,,20240925,2024-09-25 7:02:00,0,0,thr-20240919_htm.xml,1,
0001213900-24-082246,2013807,FOXX DEVELOPMENT HOLDINGS INC.,3576,US,TX,AUSTIN,78729,13284 POND SPRINGS RD,STE 405,512-666-1277,US,TX,AUSTIN,78729,13284 POND SPRINGS RD,STE 405,US,DE,0,ACRI CAPITAL MERGER SUB I INC.,20240229,,0,1231,8-K,20240930,,,20240926,2024-09-26 16:10:00,0,0,ea0215797-8k_foxxdev_htm.xml,1,
0001437749-24-030088,1595248,"GENPREX, INC.",2834,US,TX,AUSTIN,78712,"1601 TRINITY STREET, BLDG. B",SUITE 3.322,512-537-7997,US,TX,AUSTIN,78712,"1601 TRINITY STREET, BLDG. B",SUITE 3.322,US,TX,900772347,,,4-NON,0,1231,8-K,20240930,,,20240926,2024-09-26 17:16:00,0,0,gnpx20240920_8k_htm.xml,1,
0001640334-24-001453,1680689,"NATURAL RESOURCE HOLDINGS, INC.",5960,US,TX,AUSTIN,78735,7500 RIALTO BOULEVARD OAK HILL,,4159685642,US,TX,AUSTIN,78735,7500 RIALTO BOULEVARD OAK HILL,,,,320500871,BOXXY INC.,20160725,4-NON,0,430,10-K/A,20240430,2024,FY,20240926,2024-09-26 17:18:00,0,1,boxxy_10ka_htm.xml,1,
0001193125-24-227939,1183765,"MOLECULAR TEMPLATES, INC.",2834,US,TX,AUSTIN,78729,9301 AMBERGLEN BLVD,SUITE 100,512 896 1555,US,TX,AUSTIN,78729,9301 AMBERGLEN BLVD,SUITE 100,US,DE,943409596,THRESHOLD PHARMACEUTICALS INC,20020828,4-NON,0,1231,8-K,20240930,,,20240927,2024-09-27 16:02:00,0,0,d785452d8k_htm.xml,1,
0001193125-24-227971,1341439,ORACLE CORP,7372,US,TX,AUSTIN,78741,2300 ORACLE WAY,,(737) 867-1000,US,TX,AUSTIN,78741,2300 ORACLE WAY,,,,542185193,OZARK HOLDING INC.,20051013,1-LAF,0,531,8-K,20240930,,,20240927,2024-09-27 16:15:00,0,0,d832518d8k_htm.xml,1,
0001437749-24-030118,1069530,CASSAVA SCIENCES INC,2834,US,TX,AUSTIN,78731,6801 N CAPITAL OF TEXAS HIGHWAY,BUILDING 1; SUITE 300,512-501-2444,US,TX,AUSTIN,78731,6801 N CAPITAL OF TEXAS HIGHWAY,BUILDING 1; SUITE 300,US,DE,911911336,PAIN THERAPEUTICS INC,20000309,1-LAF,0,1231,8-K,20240930,,,20240927,2024-09-27 7:37:00,1,0,sava20240927_8k_htm.xml,1,
0001493152-24-038548,1657045,NEXT-CHEMX CORPORATION.,2890,US,TX,AUSTIN,78746,901 MOPAC EXPRESSWAY SOUTH BUILDING 1,SUITE 300,512-663-2690,US,TX,AUSTIN,78746,901 MOPAC EXPRESSWAY SOUTH BUILDING 1,SUITE 300,US,NV,320446353,"ALLYME GROUP, INC./NV",20181227,4-NON,0,1231,8-K,20240930,,,20240927,2024-09-27 16:32:00,0,0,form8-k_htm.xml,1,
0001193125-24-228400,1297996,"DIGITAL REALTY TRUST, INC.",6798,US,TX,AUSTIN,78735,"5707 SOUTHWEST PARKWAY, BUILDING 1",SUITE 275,(737) 281-0101,US,TX,AUSTIN,78735,"5707 SOUTHWEST PARKWAY, BUILDING 1",SUITE 275,US,MD,260081711,"DIGITAL REALTY TRUST, INC.",20040722,1-LAF,0,1231,8-K,20240930,,,20240930,2024-09-30 7:08:00,0,0,d852831d8k_htm.xml,2,1494877
0001493152-24-038688,1780312,"AST SPACEMOBILE, INC.",4899,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,9179694834,US,TX,AUSTIN,78730,6500 RIVERPLACE BOULEVARD,,US,DE,0,NEW PROVIDENCE ACQUISITION CORP.,20190620,4-NON,0,1231,8-K,20240930,,,20240930,2024-09-30 7:30:00,0,0,form8-k_htm.xml,1,
0001524931-24-000098,1524931,"CHUY'S HOLDINGS, INC.",5812,US,TX,AUSTIN,78704,1623 TOOMEY ROAD,,512-473-2783,US,TX,AUSTIN,78704,1623 TOOMEY ROAD,,US,DE,205717694,,,1-LAF,0,1231,8-K,20240930,,,20240930,2024-09-30 16:15:00,0,0,chuy-20240930_htm.xml,1,
